mode,cf,time_start,1685661816.8012338,time_start,1685661816.8815815,process_time,0.12230038642883301,cpu_usage,0.0,mem_usage,25661440,time_start,1685661817.0853193,time_start,1685661817.085405,time_start,1685661817.119929,time_start,1685661817.120731,time_start,1685661817.1246262,time_start,1685661817.1256742,
mode,cf,time_start,1685661842.1254976,time_start,1685661842.2077909,process_time,0.10525012016296387,cpu_usage,9.6,mem_usage,26365952,time_start,1685661842.3311422,time_start,1685661842.3318448,time_start,1685661842.3837974,time_start,1685661842.3851717,time_start,1685661842.386182,time_start,1685661842.3866491,
mode,cf,time_start,1685661867.6381416,time_start,1685661867.719755,process_time,0.00875401496887207,cpu_usage,0.0,mem_usage,26365952,time_start,1685661867.8810804,time_start,1685661867.8814952,time_start,1685661867.8818126,time_start,1685661868.0100868,time_start,1685661868.0136597,time_start,1685661868.0139656,
mode,cf,time_start,1685661892.6134317,time_start,1685661892.6920397,process_time,0.10203909873962402,cpu_usage,40.2,mem_usage,26365952,time_start,1685661892.7969065,time_start,1685661892.828959,time_start,1685661892.830643,time_start,1685661892.8691015,time_start,1685661892.8694909,time_start,1685661892.8753948,
mode,cf,time_start,1685661918.1157484,time_start,1685661918.1973214,process_time,0.008391380310058594,cpu_usage,265.8,mem_usage,26365952,time_start,1685661918.380584,time_start,1685661918.3810291,time_start,1685661918.3813124,time_start,1685661918.3815966,time_start,1685661918.3818238,time_start,1685661918.3821373,
mode,cf,time_start,1685661944.0123582,time_start,1685661944.0969946,process_time,0.10200119018554688,cpu_usage,9.8,mem_usage,26365952,time_start,1685661944.226541,time_start,1685661944.2316964,time_start,1685661944.2804513,time_start,1685661944.2810721,time_start,1685661944.2815063,time_start,1685661944.285202,
mode,cf,time_start,1685661970.6024,time_start,1685661970.6841805,process_time,0.10417985916137695,cpu_usage,9.7,mem_usage,26365952,time_start,1685661970.8208816,time_start,1685661970.824414,time_start,1685661970.827867,time_start,1685661970.8366563,time_start,1685661970.8369746,time_start,1685661970.883153,
mode,cf,time_start,1685661995.6080759,time_start,1685661995.6936512,process_time,0.10150790214538574,cpu_usage,22.6,mem_usage,26365952,time_start,1685661995.8306432,time_start,1685661995.8313262,time_start,1685661995.831681,time_start,1685661995.836,time_start,1685661995.8384712,time_start,1685661995.883487,
mode,cf,time_start,1685662020.8129892,time_start,1685662020.8947122,process_time,0.10103273391723633,cpu_usage,9.9,mem_usage,26365952,time_start,1685662021.0178823,time_start,1685662021.0296764,time_start,1685662021.030141,time_start,1685662021.030509,time_start,1685662021.056737,time_start,1685662021.0577033,
mode,cf,time_start,1685662046.207076,time_start,1685662046.2992759,process_time,0.10345983505249023,cpu_usage,19.6,mem_usage,26365952,time_start,1685662046.436707,time_start,1685662046.4451687,time_start,1685662046.4455225,time_start,1685662046.445812,time_start,1685662046.446045,time_start,1685662046.4496748,
mode,cf,time_start,1685662071.5001595,time_start,1685662071.5839493,process_time,0.10379266738891602,cpu_usage,9.7,mem_usage,26365952,time_start,1685662071.7159915,time_start,1685662071.7276795,time_start,1685662071.7280064,time_start,1685662071.7329564,time_start,1685662071.7803335,time_start,1685662071.7809389,
mode,cf,time_start,1685662097.3080726,time_start,1685662097.3894696,process_time,0.10425996780395508,cpu_usage,19.3,mem_usage,26365952,time_start,1685662097.5212705,time_start,1685662097.5312045,time_start,1685662097.5321536,time_start,1685662097.5331273,time_start,1685662097.584659,time_start,1685662097.6547968,
mode,cf,time_start,1685662122.405105,time_start,1685662122.4853923,process_time,0.10273313522338867,cpu_usage,19.6,mem_usage,26365952,time_start,1685662122.632516,time_start,1685662122.6429,time_start,1685662122.6439044,time_start,1685662122.6512256,time_start,1685662122.6516633,time_start,1685662122.652284,
mode,cf,time_start,1685662147.7241971,time_start,1685662147.8934774,process_time,0.10072112083435059,cpu_usage,20.0,mem_usage,26365952,time_start,1685662147.9951572,time_start,1685662147.9954844,time_start,1685662147.9957073,time_start,1685662148.6751719,time_start,1685662148.6754823,time_start,1685662148.8043375,
mode,cf,time_start,1685662173.4773831,time_start,1685662173.5598035,process_time,0.04926490783691406,cpu_usage,41.0,mem_usage,26365952,time_start,1685662173.7158515,time_start,1685662173.7213051,time_start,1685662173.7215588,time_start,1685662173.743846,time_start,1685662173.8471189,time_start,1685662174.0702498,
mode,cf,time_start,1685662200.3112335,time_start,1685662200.3939445,process_time,0.02773761749267578,cpu_usage,36.6,mem_usage,26365952,time_start,1685662200.524233,time_start,1685662200.5271666,time_start,1685662200.5274818,time_start,1685662200.5797772,time_start,1685662200.6231678,time_start,1685662200.6298106,
mode,cf,time_start,1685662225.5125072,time_start,1685662225.5961845,process_time,0.10651302337646484,cpu_usage,9.4,mem_usage,26365952,time_start,1685662225.7815275,time_start,1685662225.7848735,time_start,1685662225.785191,time_start,1685662225.7854836,time_start,1685662225.7857296,time_start,1685662225.7859578,
mode,cf,time_start,1685662251.4002144,time_start,1685662251.4869363,process_time,0.1126394271850586,cpu_usage,8.9,mem_usage,26365952,time_start,1685662251.6349587,time_start,1685662251.6855128,time_start,1685662251.686791,time_start,1685662251.6876442,time_start,1685662251.687927,time_start,1685662251.6883044,
mode,cf,time_start,1685662276.7006714,time_start,1685662276.7834089,process_time,0.10503888130187988,cpu_usage,9.6,mem_usage,26365952,time_start,1685662276.9390402,time_start,1685662276.941084,time_start,1685662276.9425414,time_start,1685662276.9438217,time_start,1685662276.9593477,time_start,1685662276.9624789,
