mode,cf,time_start,1685661816.6445878,time_start,1685661816.726763,process_time,0.22288179397583008,cpu_usage,9.1,mem_usage,25722880,time_start,1685661817.0138402,
mode,cf,time_start,1685661841.9655805,time_start,1685661842.0543952,process_time,0.13515377044677734,cpu_usage,123.2,mem_usage,26599424,time_start,1685661842.1909482,
mode,cf,time_start,1685661867.4579222,time_start,1685661867.542208,process_time,0.08297109603881836,cpu_usage,12.1,mem_usage,26599424,time_start,1685661867.6867878,
mode,cf,time_start,1685661892.454616,time_start,1685661892.5404825,process_time,0.0507965087890625,cpu_usage,39.9,mem_usage,26599424,time_start,1685661892.682926,
mode,cf,time_start,1685661917.9553998,time_start,1685661918.0392623,process_time,0.006319522857666016,cpu_usage,168.8,mem_usage,26599424,time_start,1685661918.1890748,
mode,cf,time_start,1685661943.8579648,time_start,1685661943.941399,process_time,0.1416311264038086,cpu_usage,14.3,mem_usage,26599424,time_start,1685661944.0876508,
mode,cf,time_start,1685661970.4461825,time_start,1685661970.5299737,process_time,0.10436415672302246,cpu_usage,9.9,mem_usage,26599424,time_start,1685661970.7125835,
mode,cf,time_start,1685661995.4507675,time_start,1685661995.5385456,process_time,0.04680275917053223,cpu_usage,21.6,mem_usage,26599424,time_start,1685661995.7008855,
mode,cf,time_start,1685662020.6556807,time_start,1685662020.743313,process_time,0.04265117645263672,cpu_usage,0.0,mem_usage,26599424,time_start,1685662020.9010196,
mode,cf,time_start,1685662046.0516512,time_start,1685662046.1356783,process_time,0.08697128295898438,cpu_usage,11.6,mem_usage,26599424,time_start,1685662046.2813697,
mode,cf,time_start,1685662071.3453944,time_start,1685662071.4289725,process_time,0.10387158393859863,cpu_usage,19.3,mem_usage,26599424,time_start,1685662071.6089075,
mode,cf,time_start,1685662097.1553802,time_start,1685662097.238465,process_time,0.2600095272064209,cpu_usage,7.7,mem_usage,26599424,time_start,1685662097.4987712,
mode,cf,time_start,1685662122.248596,time_start,1685662122.332583,process_time,0.14952731132507324,cpu_usage,13.4,mem_usage,26599424,time_start,1685662122.4830894,
mode,cf,time_start,1685662147.5696967,time_start,1685662147.6523523,process_time,0.05757594108581543,cpu_usage,35.0,mem_usage,26599424,time_start,1685662147.7906575,
mode,cf,time_start,1685662173.248272,time_start,1685662173.38224,process_time,0.3063056468963623,cpu_usage,13.1,mem_usage,26599424,time_start,1685662173.9152465,
mode,cf,time_start,1685662200.154719,time_start,1685662200.2380862,process_time,0.0067157745361328125,cpu_usage,158.9,mem_usage,26599424,time_start,1685662200.3913236,
mode,cf,time_start,1685662225.356307,time_start,1685662225.4402084,process_time,0.0061647891998291016,cpu_usage,0.0,mem_usage,26599424,time_start,1685662225.6037662,
