mode,cf,time_start,1685661816.8311563,time_start,1685661816.9118032,process_time,0.07693362236022949,cpu_usage,13.3,mem_usage,25673728,time_start,1685661817.080538,time_start,1685661817.116674,time_start,1685661817.1175258,time_start,1685661817.1833205,time_start,1685661817.1838272,time_start,1685661817.1838732,time_start,1685661817.1839178,
mode,cf,time_start,1685661842.1575837,time_start,1685661842.238367,process_time,0.04743766784667969,cpu_usage,42.6,mem_usage,26365952,time_start,1685661842.3807206,time_start,1685661842.3813384,time_start,1685661842.381805,time_start,1685661842.4141662,time_start,1685661842.4162366,time_start,1685661842.4166172,time_start,1685661842.418155,
mode,cf,time_start,1685661867.6690054,time_start,1685661867.749911,process_time,0.13235044479370117,cpu_usage,22.8,mem_usage,26365952,time_start,1685661867.8832579,time_start,1685661867.9121156,time_start,1685661867.9124358,time_start,1685661867.9127429,time_start,1685661868.041675,time_start,1685661868.0453427,time_start,1685661868.0457497,
mode,cf,time_start,1685661892.6438997,time_start,1685661892.723264,process_time,0.006569385528564453,cpu_usage,162.2,mem_usage,26365952,time_start,1685661892.8849208,time_start,1685661892.88529,time_start,1685661892.8856728,time_start,1685661892.885956,time_start,1685661892.9012125,time_start,1685661892.901515,time_start,1685661892.9076066,
mode,cf,time_start,1685661918.1468837,time_start,1685661918.2274551,process_time,0.07732820510864258,cpu_usage,68.8,mem_usage,26365952,time_start,1685661918.3840506,time_start,1685661918.4141755,time_start,1685661918.4147706,time_start,1685661918.4153435,time_start,1685661918.4161859,time_start,1685661918.4191039,time_start,1685661918.4198127,
mode,cf,time_start,1685661944.0445936,time_start,1685661944.1278164,process_time,0.15978598594665527,cpu_usage,12.6,mem_usage,26365952,time_start,1685661944.2895818,time_start,1685661944.2899923,time_start,1685661944.290289,time_start,1685661944.3118727,time_start,1685661944.3131547,time_start,1685661944.317196,time_start,1685661944.318046,
mode,cf,time_start,1685661970.633125,time_start,1685661970.714029,process_time,0.16743040084838867,cpu_usage,11.5,mem_usage,26365952,time_start,1685661970.8884687,time_start,1685661970.8887174,time_start,1685661970.8889337,time_start,1685661970.8891947,time_start,1685661970.8894541,time_start,1685661970.8896625,time_start,1685661970.9122105,
mode,cf,time_start,1685661995.637772,time_start,1685661995.7241013,process_time,0.15737485885620117,cpu_usage,29.6,mem_usage,26365952,time_start,1685661995.8823473,time_start,1685661995.884995,time_start,1685661995.885345,time_start,1685661995.8855739,time_start,1685661995.8860428,time_start,1685661995.8864565,time_start,1685661995.9164374,
mode,cf,time_start,1685662020.844796,time_start,1685662020.9252844,process_time,0.1558845043182373,cpu_usage,12.9,mem_usage,26365952,time_start,1685662021.08203,time_start,1685662021.0843248,time_start,1685662021.0846431,time_start,1685662021.0849884,time_start,1685662021.0852249,time_start,1685662021.0875282,time_start,1685662021.0893886,
mode,cf,time_start,1685662046.2469182,time_start,1685662046.3296006,process_time,0.08746910095214844,cpu_usage,127.1,mem_usage,26365952,time_start,1685662046.5102146,time_start,1685662046.5104923,time_start,1685662046.5107067,time_start,1685662046.5109677,time_start,1685662046.511207,time_start,1685662046.5114088,time_start,1685662046.5134718,
mode,cf,time_start,1685662071.530942,time_start,1685662071.6147506,process_time,0.10143303871154785,cpu_usage,10.7,mem_usage,26365952,time_start,1685662071.7890358,time_start,1685662071.7894757,time_start,1685662071.7900841,time_start,1685662071.7911286,time_start,1685662071.794649,time_start,1685662071.7954974,time_start,1685662071.8170924,
mode,cf,time_start,1685662097.3391101,time_start,1685662097.4196382,process_time,0.1623823642730713,cpu_usage,12.3,mem_usage,26365952,time_start,1685662097.5827277,time_start,1685662097.592912,time_start,1685662097.5933492,time_start,1685662097.5936048,time_start,1685662097.594017,time_start,1685662097.6157463,time_start,1685662097.6858556,
mode,cf,time_start,1685662122.4361556,time_start,1685662122.5157714,process_time,0.16506075859069824,cpu_usage,9.6,mem_usage,26365952,time_start,1685662122.6816597,time_start,1685662122.681966,time_start,1685662122.682344,time_start,1685662122.6826704,time_start,1685662122.6830416,time_start,1685662122.6834054,time_start,1685662122.684355,
mode,cf,time_start,1685662147.7584562,time_start,1685662147.9242911,process_time,0.07728338241577148,cpu_usage,13.0,mem_usage,26365952,time_start,1685662148.080889,time_start,1685662148.08389,time_start,1685662148.0842729,time_start,1685662148.0845578,time_start,1685662148.7059522,time_start,1685662148.7062597,time_start,1685662148.8351734,
mode,cf,time_start,1685662173.509048,time_start,1685662173.5909193,process_time,0.1016845703125,cpu_usage,9.9,mem_usage,26365952,time_start,1685662173.693367,time_start,1685662173.747152,time_start,1685662173.7529054,time_start,1685662173.7532485,time_start,1685662173.7803159,time_start,1685662173.879269,time_start,1685662174.1010125,
