mode,cf,time_start,1685661816.7069647,time_start,1685661816.7880778,process_time,0.15370774269104004,cpu_usage,13.1,mem_usage,26775552,time_start,1685661816.9842052,time_start,1685661817.026827,time_start,1685661817.028509,
mode,cf,time_start,1685661842.0285847,time_start,1685661842.1156802,process_time,0.007344484329223633,cpu_usage,146.3,mem_usage,26775552,time_start,1685661842.227092,time_start,1685661842.2564383,time_start,1685661842.2572558,
mode,cf,time_start,1685661867.5185578,time_start,1685661867.6280985,process_time,0.08005332946777344,cpu_usage,12.6,mem_usage,26775552,time_start,1685661867.9146924,time_start,1685661867.9172165,time_start,1685661867.917735,
mode,cf,time_start,1685661892.518307,time_start,1685661892.6012912,process_time,0.08609724044799805,cpu_usage,11.7,mem_usage,26775552,time_start,1685661892.7771797,time_start,1685661892.7777307,time_start,1685661892.7812276,
mode,cf,time_start,1685661918.017918,time_start,1685661918.1022356,process_time,0.003842592239379883,cpu_usage,0.0,mem_usage,26775552,time_start,1685661918.2087386,time_start,1685661918.216061,time_start,1685661918.2524917,
mode,cf,time_start,1685661943.9195065,time_start,1685661944.003076,process_time,0.1015005111694336,cpu_usage,19.8,mem_usage,26775552,time_start,1685661944.1219375,time_start,1685661944.1496484,time_start,1685661944.151383,
mode,cf,time_start,1685661970.5090547,time_start,1685661970.5909557,process_time,0.10710692405700684,cpu_usage,9.8,mem_usage,26775552,time_start,1685661970.6992118,time_start,1685661970.7404451,time_start,1685661970.7825553,
mode,cf,time_start,1685661995.512354,time_start,1685661995.6017606,process_time,0.08824682235717773,cpu_usage,11.4,mem_usage,26775552,time_start,1685661995.728435,time_start,1685661995.733827,time_start,1685661995.7537973,
mode,cf,time_start,1685662020.7186735,time_start,1685662020.8032596,process_time,0.11349081993103027,cpu_usage,8.9,mem_usage,26775552,time_start,1685662020.936547,time_start,1685662020.9430203,time_start,1685662020.962115,
mode,cf,time_start,1685662046.1143634,time_start,1685662046.1958208,process_time,0.00790095329284668,cpu_usage,133.8,mem_usage,26775552,time_start,1685662046.3034847,time_start,1685662046.3204188,time_start,1685662046.3432262,
mode,cf,time_start,1685662071.407618,time_start,1685662071.490748,process_time,0.0076334476470947266,cpu_usage,0.0,mem_usage,26775552,time_start,1685662071.638152,time_start,1685662071.6501243,time_start,1685662071.6703677,
mode,cf,time_start,1685662097.2139454,time_start,1685662097.2986743,process_time,0.10401201248168945,cpu_usage,19.3,mem_usage,26775552,time_start,1685662097.4037268,time_start,1685662097.447027,time_start,1685662097.560696,
mode,cf,time_start,1685662122.3104815,time_start,1685662122.3933034,process_time,0.10327982902526855,cpu_usage,19.5,mem_usage,26775552,time_start,1685662122.4975128,time_start,1685662122.5449464,time_start,1685662122.5465665,
mode,cf,time_start,1685662147.6321743,time_start,1685662147.7129052,process_time,0.00618433952331543,cpu_usage,174.1,mem_usage,26775552,time_start,1685662148.5812273,time_start,1685662148.581738,time_start,1685662148.6830206,
mode,cf,time_start,1685662173.3612661,time_start,1685662173.4654853,process_time,0.11682844161987305,cpu_usage,8.6,mem_usage,26775552,time_start,1685662173.589686,time_start,1685662173.7523735,time_start,1685662173.9761877,
mode,cf,time_start,1685662200.2166436,time_start,1685662200.3004055,process_time,0.006577491760253906,cpu_usage,166.9,mem_usage,26775552,time_start,1685662200.4862187,time_start,1685662200.5248773,time_start,1685662200.5332708,
mode,cf,time_start,1685662225.418889,time_start,1685662225.5008824,process_time,0.00581812858581543,cpu_usage,0.0,mem_usage,26775552,time_start,1685662225.6130698,time_start,1685662225.6251109,time_start,1685662225.6553335,
mode,cf,time_start,1685662251.3050373,time_start,1685662251.3871415,process_time,0.009831905364990234,cpu_usage,106.6,mem_usage,26775552,time_start,1685662251.535288,time_start,1685662251.5367198,time_start,1685662251.5371656,
mode,cf,time_start,1685662276.6067202,time_start,1685662276.6923435,process_time,0.005644321441650391,cpu_usage,191.6,mem_usage,26775552,time_start,1685662276.7956583,time_start,1685662276.837821,time_start,1685662276.8422468,
mode,cf,time_start,1685662301.928576,time_start,1685662302.0107722,process_time,0.007768154144287109,cpu_usage,0.0,mem_usage,26775552,time_start,1685662302.114126,time_start,1685662302.1174192,time_start,1685662302.1504636,
mode,cf,time_start,1685662327.2143338,time_start,1685662327.294229,process_time,0.008554935455322266,cpu_usage,0.0,mem_usage,26775552,time_start,1685662327.3976994,time_start,1685662327.456233,time_start,1685662327.461423,
mode,cf,time_start,1685662354.014698,time_start,1685662354.096307,process_time,0.09580183029174805,cpu_usage,21.0,mem_usage,26775552,time_start,1685662354.1981797,time_start,1685662354.244534,time_start,1685662354.2625222,
mode,cf,time_start,1685662379.8194532,time_start,1685662379.9016933,process_time,0.09945249557495117,cpu_usage,20.2,mem_usage,26775552,time_start,1685662380.0387597,time_start,1685662380.0395412,time_start,1685662380.084216,
mode,cf,time_start,1685662406.6133223,time_start,1685662406.6982727,process_time,0.0075092315673828125,cpu_usage,142.5,mem_usage,26775552,time_start,1685662406.8015618,time_start,1685662406.818007,time_start,1685662406.8662114,
mode,cf,time_start,1685662433.7230825,time_start,1685662433.8083208,process_time,0.10186982154846191,cpu_usage,9.9,mem_usage,26775552,time_start,1685662433.9465525,time_start,1685662433.9853454,time_start,1685662433.9862006,
mode,cf,time_start,1685662459.3202786,time_start,1685662459.406414,process_time,0.13649749755859375,cpu_usage,25.7,mem_usage,26775552,time_start,1685662459.547674,time_start,1685662459.5482163,time_start,1685662459.5897665,
