mode,cf,time_start,1685661816.738702,time_start,1685661816.8184085,process_time,0.1089940071105957,cpu_usage,0.0,mem_usage,25681920,time_start,1685661816.9740407,time_start,1685661817.0079732,time_start,1685661817.0587103,time_start,1685661817.0587728,
mode,cf,time_start,1685661842.0639212,time_start,1685661842.1460783,process_time,0.10158324241638184,cpu_usage,19.8,mem_usage,26435584,time_start,1685661842.2518291,time_start,1685661842.2587354,time_start,1685661842.2944703,time_start,1685661842.2947283,
mode,cf,time_start,1685661867.5499976,time_start,1685661867.658868,process_time,0.007528066635131836,cpu_usage,146.3,mem_usage,26435584,time_start,1685661867.7946844,time_start,1685661867.9454567,time_start,1685661867.948187,time_start,1685661867.948857,
mode,cf,time_start,1685661892.5510905,time_start,1685661892.6316068,process_time,0.11379194259643555,cpu_usage,17.6,mem_usage,26435584,time_start,1685661892.754233,time_start,1685661892.8077664,time_start,1685661892.8080735,time_start,1685661892.811667,
mode,cf,time_start,1685661918.0495396,time_start,1685661918.135228,process_time,0.09081506729125977,cpu_usage,11.1,mem_usage,26435584,time_start,1685661918.2935836,time_start,1685661918.2940643,time_start,1685661918.294413,time_start,1685661918.294685,
mode,cf,time_start,1685661943.951033,time_start,1685661944.0344493,process_time,0.008127450942993164,cpu_usage,130.2,mem_usage,26435584,time_start,1685661944.1444016,time_start,1685661944.1528802,time_start,1685661944.1827435,time_start,1685661944.1897657,
mode,cf,time_start,1685661970.5400195,time_start,1685661970.6214435,process_time,0.007612705230712891,cpu_usage,141.6,mem_usage,26435584,time_start,1685661970.7299354,time_start,1685661970.7303174,time_start,1685661970.7720284,time_start,1685661970.8128078,
mode,cf,time_start,1685661995.5453343,time_start,1685661995.6332898,process_time,0.11008238792419434,cpu_usage,9.1,mem_usage,26435584,time_start,1685661995.7644188,time_start,1685661995.764811,time_start,1685661995.765083,time_start,1685661995.7845335,
mode,cf,time_start,1685662020.7498093,time_start,1685662020.8335075,process_time,0.10115289688110352,cpu_usage,135.5,mem_usage,26435584,time_start,1685662020.948253,time_start,1685662020.9678764,time_start,1685662020.9938002,time_start,1685662020.9942203,
mode,cf,time_start,1685662046.14519,time_start,1685662046.2258627,process_time,0.1616687774658203,cpu_usage,12.4,mem_usage,26435584,time_start,1685662046.3879302,time_start,1685662046.3879905,time_start,1685662046.3880377,time_start,1685662046.3880804,
mode,cf,time_start,1685662071.4387372,time_start,1685662071.5210125,process_time,0.10457634925842285,cpu_usage,19.2,mem_usage,26435584,time_start,1685662071.6361835,time_start,1685662071.6693673,time_start,1685662071.6899965,time_start,1685662071.700981,
mode,cf,time_start,1685662097.2446692,time_start,1685662097.3290503,process_time,0.1038661003112793,cpu_usage,9.7,mem_usage,26435584,time_start,1685662097.4521089,time_start,1685662097.452636,time_start,1685662097.4783716,time_start,1685662097.592737,
mode,cf,time_start,1685662122.3444283,time_start,1685662122.4240928,process_time,0.10238909721374512,cpu_usage,9.8,mem_usage,26435584,time_start,1685662122.5386581,time_start,1685662122.5392783,time_start,1685662122.576304,time_start,1685662122.577738,
mode,cf,time_start,1685662147.6629143,time_start,1685662147.744546,process_time,0.14563870429992676,cpu_usage,119.2,mem_usage,26435584,time_start,1685662147.8981256,time_start,1685662148.6127837,time_start,1685662148.6131728,time_start,1685662148.7137382,
mode,cf,time_start,1685662173.4152389,time_start,1685662173.4964259,process_time,0.10398554801940918,cpu_usage,19.3,mem_usage,26435584,time_start,1685662173.617968,time_start,1685662173.6813974,time_start,1685662173.7842138,time_start,1685662174.007833,
mode,cf,time_start,1685662200.249852,time_start,1685662200.3330734,process_time,0.11097121238708496,cpu_usage,9.1,mem_usage,26435584,time_start,1685662200.4468858,time_start,1685662200.517347,time_start,1685662200.5555859,time_start,1685662200.5638568,
mode,cf,time_start,1685662225.450169,time_start,1685662225.5360136,process_time,0.10302257537841797,cpu_usage,19.5,mem_usage,26435584,time_start,1685662225.6511772,time_start,1685662225.6516628,time_start,1685662225.65615,time_start,1685662225.6912484,
mode,cf,time_start,1685662251.3361604,time_start,1685662251.4163117,process_time,0.10468387603759766,cpu_usage,101.8,mem_usage,26435584,time_start,1685662251.52986,time_start,1685662251.5671325,time_start,1685662251.5682561,time_start,1685662251.5851984,
mode,cf,time_start,1685662276.6373987,time_start,1685662276.7243261,process_time,0.11215806007385254,cpu_usage,9.0,mem_usage,26435584,time_start,1685662276.8412719,time_start,1685662276.8455713,time_start,1685662276.8958876,time_start,1685662276.896437,
mode,cf,time_start,1685662301.9597712,time_start,1685662302.0435674,process_time,0.08691787719726562,cpu_usage,23.1,mem_usage,26435584,time_start,1685662302.2030857,time_start,1685662302.2100954,time_start,1685662302.210496,time_start,1685662302.2107887,
mode,cf,time_start,1685662327.2451053,time_start,1685662327.3244023,process_time,0.10112881660461426,cpu_usage,117.5,mem_usage,26435584,time_start,1685662327.4355237,time_start,1685662327.440658,time_start,1685662327.48738,time_start,1685662327.4927506,
mode,cf,time_start,1685662354.0454578,time_start,1685662354.1267297,process_time,0.11479473114013672,cpu_usage,9.6,mem_usage,26435584,time_start,1685662354.2493138,time_start,1685662354.2924411,time_start,1685662354.2928295,time_start,1685662354.2980058,
mode,cf,time_start,1685662379.850181,time_start,1685662379.9317868,process_time,0.10165596008300781,cpu_usage,9.9,mem_usage,26435584,time_start,1685662380.0590672,time_start,1685662380.0693684,time_start,1685662380.0704877,time_start,1685662380.1154008,
