mode,cf,time_start,1685661816.6140826,time_start,1685661816.6962054,process_time,0.21163439750671387,cpu_usage,14.4,mem_usage,25858048,
mode,cf,time_start,1685661841.9342926,time_start,1685661842.020013,process_time,0.09172940254211426,cpu_usage,21.9,mem_usage,26677248,
mode,cf,time_start,1685661867.425471,time_start,1685661867.5119088,process_time,0.10830330848693848,cpu_usage,9.3,mem_usage,26677248,
mode,cf,time_start,1685661892.4234602,time_start,1685661892.508619,process_time,0.0070536136627197266,cpu_usage,153.5,mem_usage,26677248,
mode,cf,time_start,1685661917.9244332,time_start,1685661918.0089345,process_time,0.008109569549560547,cpu_usage,132.1,mem_usage,26677248,
mode,cf,time_start,1685661943.8253107,time_start,1685661943.9102633,process_time,0.08281278610229492,cpu_usage,12.1,mem_usage,26677248,
mode,cf,time_start,1685661970.415138,time_start,1685661970.4995017,process_time,0.0977625846862793,cpu_usage,20.6,mem_usage,26677248,
mode,cf,time_start,1685661995.4185114,time_start,1685661995.50774,process_time,0.11296391487121582,cpu_usage,18.2,mem_usage,26677248,
mode,cf,time_start,1685662020.6235604,time_start,1685662020.7106056,process_time,0.089202880859375,cpu_usage,11.3,mem_usage,26677248,
mode,cf,time_start,1685662046.020211,time_start,1685662046.1051693,process_time,0.11423063278198242,cpu_usage,8.8,mem_usage,26677248,
mode,cf,time_start,1685662071.3140361,time_start,1685662071.398659,process_time,0.007727384567260742,cpu_usage,278.0,mem_usage,26677248,
mode,cf,time_start,1685662097.1206777,time_start,1685662097.2084322,process_time,0.10146665573120117,cpu_usage,11.9,mem_usage,26677248,
mode,cf,time_start,1685662122.217387,time_start,1685662122.3029356,process_time,0.10480618476867676,cpu_usage,9.7,mem_usage,26677248,
mode,cf,time_start,1685662147.539069,time_start,1685662147.622235,process_time,0.07009315490722656,cpu_usage,14.4,mem_usage,26677248,
mode,cf,time_start,1685662173.2168472,time_start,1685662173.3025467,process_time,0.5792465209960938,cpu_usage,10.4,mem_usage,26677248,
mode,cf,time_start,1685662200.1214325,time_start,1685662200.2075956,process_time,0.10702705383300781,cpu_usage,19.5,mem_usage,26677248,
mode,cf,time_start,1685662225.3248265,time_start,1685662225.40891,process_time,0.007040500640869141,cpu_usage,0.0,mem_usage,26677248,
mode,cf,time_start,1685662251.211949,time_start,1685662251.2952793,process_time,0.006590127944946289,cpu_usage,162.8,mem_usage,26677248,
mode,cf,time_start,1685662276.5134249,time_start,1685662276.5989203,process_time,0.10918879508972168,cpu_usage,9.2,mem_usage,26677248,
mode,cf,time_start,1685662301.8224974,time_start,1685662301.920036,process_time,0.08470368385314941,cpu_usage,23.8,mem_usage,26677248,
mode,cf,time_start,1685662327.120671,time_start,1685662327.2031376,process_time,0.0060577392578125,cpu_usage,181.6,mem_usage,26677248,
mode,cf,time_start,1685662353.9199357,time_start,1685662354.0044262,process_time,0.08520150184631348,cpu_usage,23.6,mem_usage,26677248,
mode,cf,time_start,1685662379.7254303,time_start,1685662379.8105843,process_time,0.10404205322265625,cpu_usage,135.1,mem_usage,26677248,
mode,cf,time_start,1685662406.5198703,time_start,1685662406.607233,process_time,0.10345697402954102,cpu_usage,13.5,mem_usage,26677248,
mode,cf,time_start,1685662433.6198225,time_start,1685662433.7152386,process_time,0.10353732109069824,cpu_usage,19.4,mem_usage,26677248,
mode,cf,time_start,1685662459.227483,time_start,1685662459.3125846,process_time,0.10438656806945801,cpu_usage,9.6,mem_usage,26677248,
mode,cf,time_start,1685662484.6186998,time_start,1685662484.7025478,process_time,0.11646533012390137,cpu_usage,8.7,mem_usage,26677248,
mode,cf,time_start,1685662510.1806626,time_start,1685662510.1826208,process_time,0.10327553749084473,cpu_usage,9.7,mem_usage,26677248,
