mode,cf,time_start,1685657799.0167117,process_time,1.565483808517456,cpu_usage,8.3,mem_usage,29499392,
mode,cf,time_start,1685657816.8058999,process_time,0.784296989440918,cpu_usage,10.2,mem_usage,29306880,
mode,cf,time_start,1685657833.4397027,process_time,0.9408552646636963,cpu_usage,9.4,mem_usage,29306880,
mode,cf,time_start,1685657849.8328538,process_time,0.6562850475311279,cpu_usage,12.5,mem_usage,29306880,
mode,cf,time_start,1685657866.3183541,process_time,1.2678492069244385,cpu_usage,9.5,mem_usage,29306880,
mode,cf,time_start,1685657883.0438447,process_time,0.5392136573791504,cpu_usage,11.1,mem_usage,29306880,
mode,cf,time_start,1685657899.3851452,process_time,0.69991135597229,cpu_usage,10.0,mem_usage,29306880,
mode,cf,time_start,1685657915.9484618,process_time,0.640343189239502,cpu_usage,9.4,mem_usage,29306880,
mode,cf,time_start,1685657932.2926478,process_time,0.7979533672332764,cpu_usage,10.0,mem_usage,29306880,
mode,cf,time_start,1685657948.8400078,process_time,0.64890456199646,cpu_usage,10.8,mem_usage,29310976,
mode,cf,time_start,1685657965.2269912,process_time,0.7542381286621094,cpu_usage,10.5,mem_usage,29310976,
mode,cf,time_start,1685657981.6346233,process_time,0.5551388263702393,cpu_usage,10.8,mem_usage,29310976,
mode,cf,time_start,1685657998.023417,process_time,0.4697999954223633,cpu_usage,10.7,mem_usage,29310976,
mode,cf,time_start,1685658014.4726338,process_time,0.8087403774261475,cpu_usage,9.9,mem_usage,29310976,
mode,cf,time_start,1685658030.884484,process_time,0.7036738395690918,cpu_usage,10.0,mem_usage,29310976,
mode,cf,time_start,1685658047.305776,process_time,0.5771529674530029,cpu_usage,8.7,mem_usage,29310976,
mode,cf,time_start,1685658063.817783,process_time,0.5685184001922607,cpu_usage,7.0,mem_usage,29315072,
mode,cf,time_start,1685658080.2025816,process_time,0.584120512008667,cpu_usage,10.3,mem_usage,29315072,
mode,cf,time_start,1685658096.7354877,process_time,0.4491405487060547,cpu_usage,11.1,mem_usage,29315072,
mode,cf,time_start,1685658113.016276,process_time,0.6729865074157715,cpu_usage,10.4,mem_usage,29315072,
mode,cf,time_start,1685658129.90225,process_time,0.5892748832702637,cpu_usage,11.9,mem_usage,29315072,
mode,cf,time_start,1685658146.2473657,process_time,0.6436889171600342,cpu_usage,10.9,mem_usage,29315072,
mode,cf,time_start,1685658162.410601,process_time,0.581463098526001,cpu_usage,12.1,mem_usage,29315072,
mode,cf,time_start,1685658178.8976815,process_time,0.6881058216094971,cpu_usage,10.2,mem_usage,29315072,
mode,cf,time_start,1685658195.402222,process_time,0.5850896835327148,cpu_usage,10.2,mem_usage,29315072,
mode,cf,time_start,1685658211.6040952,process_time,0.7775421142578125,cpu_usage,9.0,mem_usage,29315072,
mode,cf,time_start,1685658227.9791284,process_time,0.703059196472168,cpu_usage,11.4,mem_usage,29315072,
mode,cf,time_start,1685658244.1783533,process_time,0.6124086380004883,cpu_usage,11.4,mem_usage,29315072,
mode,cf,time_start,1685658260.3073032,process_time,0.77608323097229,cpu_usage,9.0,mem_usage,29315072,
mode,cf,time_start,1685658276.693673,process_time,0.593968391418457,cpu_usage,10.1,mem_usage,29315072,
mode,cf,time_start,1685658293.0057328,process_time,0.583235502243042,cpu_usage,10.3,mem_usage,29315072,
mode,cf,time_start,1685658309.1707535,process_time,0.6226778030395508,cpu_usage,11.3,mem_usage,29315072,
mode,cf,time_start,1685658325.4807842,process_time,0.6099283695220947,cpu_usage,11.5,mem_usage,29315072,
mode,cf,time_start,1685658341.9669588,process_time,0.7245128154754639,cpu_usage,11.1,mem_usage,29315072,
mode,cf,time_start,1685658358.8772426,process_time,0.7065749168395996,cpu_usage,9.9,mem_usage,29315072,
mode,cf,time_start,1685658375.206083,process_time,0.6774492263793945,cpu_usage,10.2,mem_usage,29315072,
mode,cf,time_start,1685658391.7069833,process_time,0.9782106876373291,cpu_usage,9.2,mem_usage,29315072,
mode,cf,time_start,1685658408.1065698,process_time,0.7841107845306396,cpu_usage,11.5,mem_usage,29315072,
mode,cf,time_start,1685658424.385015,process_time,0.7959296703338623,cpu_usage,9.9,mem_usage,29315072,
mode,cf,time_start,1685658440.7241,process_time,0.5614635944366455,cpu_usage,12.8,mem_usage,29315072,
mode,cf,time_start,1685658457.2958238,process_time,0.49304795265197754,cpu_usage,10.2,mem_usage,29315072,
mode,cf,time_start,1685658474.0812933,process_time,0.7041912078857422,cpu_usage,11.4,mem_usage,29315072,
mode,cf,time_start,1685658490.3912842,process_time,0.6914963722229004,cpu_usage,10.0,mem_usage,29315072,
mode,cf,time_start,1685658506.6856697,process_time,0.8015232086181641,cpu_usage,10.0,mem_usage,29315072,
mode,cf,time_start,1685658523.0828884,process_time,0.7043933868408203,cpu_usage,9.8,mem_usage,29315072,
mode,cf,time_start,1685658539.4010704,process_time,0.5866873264312744,cpu_usage,10.2,mem_usage,29315072,
mode,cf,time_start,1685658557.017569,process_time,0.6705319881439209,cpu_usage,10.4,mem_usage,29315072,
mode,cf,time_start,1685658573.497768,process_time,0.7883455753326416,cpu_usage,8.9,mem_usage,29315072,
mode,cf,time_start,1685658589.9230313,process_time,0.6597349643707275,cpu_usage,9.1,mem_usage,29315072,
mode,cf,time_start,1685658606.400265,process_time,0.7830326557159424,cpu_usage,11.5,mem_usage,29315072,
