time_start,1685651327.5880709,process_time,7.1932737827301025,cpu_usage,10.0,mem_usage,73773056,
time_start,1685651348.9763052,process_time,7.206116676330566,cpu_usage,10.1,mem_usage,68788224,
time_start,1685651370.4003608,process_time,8.28202486038208,cpu_usage,10.0,mem_usage,68788224,
time_start,1685651393.0503526,process_time,7.333069801330566,cpu_usage,9.9,mem_usage,68788224,
time_start,1685651414.3433142,process_time,7.0450475215911865,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651435.2705872,process_time,7.119229316711426,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651456.4195845,process_time,7.1671576499938965,cpu_usage,10.0,mem_usage,68792320,
time_start,1685651477.413356,process_time,6.974273204803467,cpu_usage,10.2,mem_usage,68792320,
time_start,1685651498.3093219,process_time,6.880111217498779,cpu_usage,10.2,mem_usage,68792320,
time_start,1685651519.077721,process_time,7.109898567199707,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651539.926076,process_time,6.962000131607056,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651560.7233915,process_time,6.962102651596069,cpu_usage,9.9,mem_usage,68792320,
time_start,1685651581.3959875,process_time,7.09373664855957,cpu_usage,10.0,mem_usage,68792320,
time_start,1685651602.3762677,process_time,7.012013673782349,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651623.3764563,process_time,7.607692241668701,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651644.859284,process_time,7.221231698989868,cpu_usage,10.3,mem_usage,68792320,
time_start,1685651665.9802155,process_time,7.107154607772827,cpu_usage,10.0,mem_usage,68792320,
time_start,1685651687.030346,process_time,7.2580037117004395,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651708.1744268,process_time,6.9122865200042725,cpu_usage,10.3,mem_usage,68792320,
time_start,1685651729.091269,process_time,6.897889137268066,cpu_usage,10.2,mem_usage,68792320,
time_start,1685651749.9214752,process_time,7.062427520751953,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651771.2809055,process_time,7.107693672180176,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651792.212911,process_time,7.070812225341797,cpu_usage,10.0,mem_usage,68792320,
time_start,1685651813.3588023,process_time,7.025061130523682,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651834.207275,process_time,7.1796345710754395,cpu_usage,10.0,mem_usage,68792320,
time_start,1685651855.3759048,process_time,6.910298824310303,cpu_usage,10.0,mem_usage,68792320,
time_start,1685651876.2330184,process_time,7.0527184009552,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651897.1792889,process_time,7.001332998275757,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651918.5479102,process_time,7.03591775894165,cpu_usage,10.3,mem_usage,68792320,
time_start,1685651939.641154,process_time,7.2393107414245605,cpu_usage,10.2,mem_usage,68792320,
time_start,1685651960.752297,process_time,6.937760353088379,cpu_usage,10.1,mem_usage,68792320,
time_start,1685651981.6812124,process_time,6.907268047332764,cpu_usage,10.0,mem_usage,68792320,
time_start,1685652002.3223596,process_time,6.966885805130005,cpu_usage,10.2,mem_usage,68792320,
time_start,1685652023.098496,process_time,7.182672739028931,cpu_usage,10.2,mem_usage,68792320,
time_start,1685652044.1155214,process_time,6.966334342956543,cpu_usage,10.2,mem_usage,68792320,
time_start,1685652064.8258214,process_time,7.256690979003906,cpu_usage,10.1,mem_usage,68792320,
time_start,1685652085.9514532,process_time,7.130418300628662,cpu_usage,10.1,mem_usage,68792320,
time_start,1685652106.8387496,process_time,7.042027235031128,cpu_usage,10.2,mem_usage,68792320,
time_start,1685652127.896013,process_time,6.992476224899292,cpu_usage,10.0,mem_usage,68792320,
time_start,1685652148.7732449,process_time,7.114440679550171,cpu_usage,10.1,mem_usage,68792320,
time_start,1685652169.9612756,process_time,7.120130300521851,cpu_usage,10.1,mem_usage,68792320,
time_start,1685652191.0163293,process_time,7.071103572845459,cpu_usage,10.2,mem_usage,68792320,
time_start,1685652211.9549475,process_time,6.925375938415527,cpu_usage,10.1,mem_usage,68792320,
time_start,1685652232.7000139,process_time,6.987267255783081,cpu_usage,10.3,mem_usage,68792320,
time_start,1685652253.4641414,process_time,7.0248613357543945,cpu_usage,10.1,mem_usage,68792320,
time_start,1685652274.388909,process_time,6.997920274734497,cpu_usage,10.2,mem_usage,68792320,
time_start,1685652295.1386752,process_time,7.046247482299805,cpu_usage,10.1,mem_usage,68792320,
time_start,1685652316.1541317,process_time,7.0344438552856445,cpu_usage,10.3,mem_usage,68792320,
time_start,1685652337.166139,process_time,6.915989637374878,cpu_usage,10.1,mem_usage,68792320,
time_start,1685652358.1383517,process_time,7.049848556518555,cpu_usage,10.2,mem_usage,68792320,
